,Date,Open,High,Low,Close,Dividend,Momentum 1,Momentum 2,Momentum 3,Momentum 4,Momentum 5,Momentum 6,Momentum 7,Momentum 8,Momentum 9,Momentum 10,Momentum 11,Momentum 12
265,2/1/1950,17.049999,17.35,16.99,17.219999,0,1,1,1,1,1,1,1,1,1,1,1,1
266,3/1/1950,17.24,17.610001,17.07,17.290001,0,1,1,1,1,1,1,1,1,1,1,1,1
267,4/1/1950,17.34,18.07,17.34,18.07,0,1,1,1,1,1,1,1,1,1,1,1,1
268,5/1/1950,18.219999,18.780001,18.110001,18.780001,0,1,1,1,1,1,1,1,1,1,1,1,1
269,6/1/1950,18.77,19.4,17.440001,17.690001,0,0,0,1,1,1,1,1,1,1,1,1,1
270,7/1/1950,17.639999,17.91,16.68,17.84,0,1,0,0,1,1,1,1,1,1,1,1,1
271,8/1/1950,18.02,18.82,17.950001,18.42,0,1,1,0,1,1,1,1,1,1,1,1,1
272,9/1/1950,18.549999,19.450001,18.540001,19.450001,0,1,1,1,1,1,1,1,1,1,1,1,1
273,10/1/1950,19.690001,20.16,19.530001,19.530001,0,1,1,1,1,1,1,1,1,1,1,1,1
274,11/1/1950,19.559999,20.32,19.360001,19.51,0,0,1,1,1,1,1,1,1,1,1,1,1
275,12/1/1950,19.66,20.43,19,20.41,0,1,1,1,1,1,1,1,1,1,1,1,1
276,1/1/1951,20.77,21.74,20.690001,21.66,0,1,1,1,1,1,1,1,1,1,1,1,1
277,2/1/1951,21.77,22.209999,21.76,21.799999,0,1,1,1,1,1,1,1,1,1,1,1,1
278,3/1/1951,21.85,21.950001,21.25,21.4,0,0,0,1,1,1,1,1,1,1,1,1,1
279,4/1/1951,21.32,22.43,21.26,22.43,0,1,1,1,1,1,1,1,1,1,1,1,1
280,5/1/1951,22.530001,22.809999,21.030001,21.52,0,0,1,0,0,1,1,1,1,1,1,1,1
281,6/1/1951,21.48,22.049999,20.959999,20.959999,0,0,0,0,0,0,1,1,1,1,1,1,1
282,7/1/1951,21.1,22.629999,21.1,22.4,0,1,1,0,1,1,1,1,1,1,1,1,1
283,8/1/1951,22.51,23.280001,22.51,23.280001,0,1,1,1,1,1,1,1,1,1,1,1,1
284,9/1/1951,23.280001,23.709999,23.26,23.26,0,0,1,1,1,1,1,1,1,1,1,1,1
285,10/1/1951,23.469999,23.85,22.450001,22.940001,0,0,0,1,1,1,1,1,1,1,1,1,1
286,11/1/1951,23.1,23.1,22.299999,22.879999,0,0,0,0,1,1,1,1,1,1,1,1,1
287,12/1/1951,22.940001,23.77,22.940001,23.77,0,1,1,1,1,1,1,1,1,1,1,1,1
288,1/1/1952,23.799999,24.66,23.74,24.139999,0,1,1,1,1,1,1,1,1,1,1,1,1
289,2/1/1952,24.299999,24.41,23.09,23.26,0,0,0,1,1,1,0,1,1,1,1,1,1
290,3/1/1952,23.280001,24.370001,23.280001,24.370001,0,1,1,1,1,1,1,1,1,1,1,1,1
291,4/1/1952,24.18,24.18,23.32,23.32,0,0,1,0,0,1,1,1,1,1,1,1,1
292,5/1/1952,23.17,23.940001,23.17,23.860001,0,1,0,1,0,1,1,1,1,1,1,1,1
293,6/1/1952,23.799999,24.959999,23.780001,24.959999,0,1,1,1,1,1,1,1,1,1,1,1,1
294,7/1/1952,25.120001,25.4,24.809999,25.4,0,1,1,1,1,1,1,1,1,1,1,1,1
295,8/1/1952,25.450001,25.549999,24.83,25.030001,0,0,1,1,1,1,1,1,1,1,1,1,1
296,9/1/1952,25.15,25.25,24.450001,24.540001,0,0,0,0,1,1,1,1,1,1,1,1,1
297,10/1/1952,24.48,24.58,23.799999,24.52,0,0,0,0,0,1,1,1,1,1,1,1,1
298,11/1/1952,24.6,25.66,24.6,25.66,0,1,1,1,1,1,1,1,1,1,1,1,1
299,12/1/1952,25.68,26.59,25.610001,26.57,0,1,1,1,1,1,1,1,1,1,1,1,1
300,1/1/1953,26.540001,26.66,25.860001,26.379999,0,0,1,1,1,1,1,1,1,1,1,1,1
301,2/1/1953,26.51,26.540001,25.48,25.9,0,0,0,1,1,1,1,1,1,1,1,1,1
302,3/1/1953,25.93,26.33,25.290001,25.290001,0,0,0,0,0,1,1,1,0,1,1,1,1
303,4/1/1953,25.25,25.25,24.190001,24.620001,0,0,0,0,0,0,1,1,0,0,0,1,1
304,5/1/1953,24.73,25.059999,24.459999,24.540001,0,0,0,0,0,0,0,1,1,0,0,0,1
305,6/1/1953,24.15,24.219999,23.540001,24.139999,0,0,0,0,0,0,0,0,0,0,0,0,0
306,7/1/1953,24.24,24.75,24.07,24.75,0,1,1,1,0,0,0,0,0,1,1,0,0
307,8/1/1953,24.84,24.84,23.32,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0
308,9/1/1953,23.42,23.65,22.709999,23.35,0,1,0,0,0,0,0,0,0,0,0,0,0
309,10/1/1953,23.49,24.58,23.389999,24.540001,0,1,1,0,1,1,0,0,0,0,0,0,1
310,11/1/1953,24.66,24.76,24.25,24.76,0,1,1,1,1,1,1,1,0,0,0,0,0
311,12/1/1953,24.780001,24.99,24.549999,24.809999,0,1,1,1,1,1,1,1,1,0,0,0,0
312,1/1/1954,24.950001,26.09,24.799999,26.08,0,1,1,1,1,1,1,1,1,1,1,1,0
313,2/1/1954,25.99,26.299999,25.809999,26.15,0,1,1,1,1,1,1,1,1,1,1,1,1
314,3/1/1954,26.25,26.940001,26.25,26.940001,0,1,1,1,1,1,1,1,1,1,1,1,1
315,4/1/1954,27.17,28.26,27.01,28.26,0,1,1,1,1,1,1,1,1,1,1,1,1
316,5/1/1954,28.209999,29.190001,28.209999,29.190001,0,1,1,1,1,1,1,1,1,1,1,1,1
317,6/1/1954,29.190001,29.43,28.15,29.209999,0,1,1,1,1,1,1,1,1,1,1,1,1
318,7/1/1954,29.209999,30.879999,29.209999,30.879999,0,1,1,1,1,1,1,1,1,1,1,1,1
319,8/1/1954,30.99,31.209999,29.83,29.83,0,0,1,1,1,1,1,1,1,1,1,1,1
320,9/1/1954,30.040001,32.689999,30.040001,32.310001,0,1,1,1,1,1,1,1,1,1,1,1,1
321,10/1/1954,32.290001,32.759998,31.68,31.68,0,0,1,1,1,1,1,1,1,1,1,1,1
322,11/1/1954,31.790001,34.549999,31.790001,34.240002,0,1,1,1,1,1,1,1,1,1,1,1,1
323,12/1/1954,33.990002,35.98,33.990002,35.98,0,1,1,1,1,1,1,1,1,1,1,1,1
324,1/1/1955,36.75,36.75,34.580002,36.630001,0,1,1,1,1,1,1,1,1,1,1,1,1
325,2/1/1955,36.720001,37.150002,36.439999,36.759998,0,1,1,1,1,1,1,1,1,1,1,1,1
326,3/1/1955,36.830002,37.52,34.959999,36.580002,0,0,0,1,1,1,1,1,1,1,1,1,1
327,4/1/1955,36.950001,38.32,36.830002,37.959999,0,1,1,1,1,1,1,1,1,1,1,1,1
328,5/1/1955,38.040001,38.040001,36.970001,37.91,0,0,1,1,1,1,1,1,1,1,1,1,1
329,6/1/1955,37.959999,41.029999,37.959999,41.029999,0,1,1,1,1,1,1,1,1,1,1,1,1
330,7/1/1955,41.189999,43.759998,41.189999,43.52,0,1,1,1,1,1,1,1,1,1,1,1,1
331,8/1/1955,42.93,43.18,41.740002,43.18,0,0,1,1,1,1,1,1,1,1,1,1,1
332,9/1/1955,43.369999,45.630001,42.610001,43.669998,0,1,1,1,1,1,1,1,1,1,1,1,1
333,10/1/1955,42.490002,42.990002,40.799999,42.34,0,0,0,0,1,1,1,1,1,1,1,1,1
334,11/1/1955,42.279999,46.41,42.279999,45.509998,0,1,1,1,1,1,1,1,1,1,1,1,1
335,12/1/1955,45.349998,45.889999,44.950001,45.48,0,0,1,1,1,1,1,1,1,1,1,1,1
336,1/1/1956,45.16,45.16,43.110001,43.82,0,0,0,1,1,1,1,1,1,1,1,1,1
337,2/1/1956,44.029999,45.43,43.419998,45.34,0,1,0,0,1,1,1,1,1,1,1,1,1
338,3/1/1956,45.540001,48.869999,45.540001,48.48,0,1,1,1,1,1,1,1,1,1,1,1,1
339,4/1/1956,48.700001,48.849998,47.09,48.380001,0,0,1,1,1,1,1,1,1,1,1,1,1
340,5/1/1956,48.16,48.509998,44.099998,45.200001,0,0,0,0,1,0,0,1,1,1,1,1,1
341,6/1/1956,45.580002,47.130001,45.139999,46.970001,0,1,0,0,1,1,1,1,1,1,1,1,1
342,7/1/1956,46.93,49.48,46.93,49.389999,0,1,1,1,1,1,1,1,1,1,1,1,1
343,8/1/1956,49.619999,49.639999,46.939999,47.509998,0,0,1,1,0,0,1,1,1,1,1,1,1
344,9/1/1956,47.889999,48.099998,45.349998,45.349998,0,0,0,0,1,0,0,1,1,0,0,1,1
345,10/1/1956,44.700001,47,44.700001,45.580002,0,1,0,0,0,1,0,0,1,1,1,1,1
346,11/1/1956,46.52,47.599998,44.380001,45.080002,0,0,0,0,0,0,0,0,0,0,1,0,0
347,12/1/1956,45.98,47.040001,45.84,46.669998,0,1,1,1,0,0,0,1,0,0,1,1,1
348,1/1/1957,46.200001,46.66,44.400002,44.720001,0,0,0,0,0,0,0,0,0,0,0,0,1
349,2/1/1957,44.619999,44.619999,42.389999,43.259998,0,0,0,0,0,0,0,0,0,0,0,0,0
350,3/1/1957,43.740002,44.23,43.740002,44.110001,0,1,0,0,0,0,0,0,0,0,0,0,0
351,4/1/1957,44.139999,45.740002,44.139999,45.740002,0,1,1,1,0,1,1,1,0,0,0,1,0
352,5/1/1957,46.02,47.43,46.02,47.43,0,1,1,1,1,1,1,1,1,0,0,1,1
353,6/1/1957,47.369999,48.240002,46.779999,47.369999,0,0,1,1,1,1,1,1,1,1,0,0,1
354,7/1/1957,47.43,49.130001,47.43,47.91,0,1,1,1,1,1,1,1,1,1,1,1,0
355,8/1/1957,47.790001,47.790001,43.889999,45.220001,0,0,0,0,0,1,1,1,0,1,0,0,0
356,9/1/1957,45.439999,45.439999,42.419998,42.419998,0,0,0,0,0,0,0,0,0,0,0,0,0
357,10/1/1957,42.759998,43.139999,38.98,41.060001,0,0,0,0,0,0,0,0,0,0,0,0,0
358,11/1/1957,40.439999,41.720001,39.439999,41.720001,0,1,0,0,0,0,0,0,0,0,0,0,0
359,12/1/1957,41.360001,41.540001,39.380001,39.990002,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1/1/1958,40.330002,41.880001,40.330002,41.700001,0,1,0,1,0,0,0,0,0,0,0,0,0
361,2/1/1958,42.040001,42.459999,40.610001,40.84,0,0,1,0,0,0,0,0,0,0,0,0,0
362,3/1/1958,41.130001,42.580002,41.130001,42.099998,0,1,1,1,1,1,0,0,0,0,0,0,0
363,4/1/1958,41.93,43.439999,41.330002,43.439999,0,1,1,1,1,1,1,1,0,0,0,0,0
364,5/1/1958,43.540001,44.09,43.119999,44.09,0,1,1,1,1,1,1,1,1,0,0,0,0
365,6/1/1958,44.310001,45.34,44.310001,45.240002,0,1,1,1,1,1,1,1,1,1,1,0,0
366,7/1/1958,45.279999,47.189999,45.110001,47.189999,0,1,1,1,1,1,1,1,1,1,1,1,0
367,8/1/1958,47.490002,48.16,47.220001,47.75,0,1,1,1,1,1,1,1,1,1,1,1,1
368,9/1/1958,48,50.060001,47.970001,50.060001,0,1,1,1,1,1,1,1,1,1,1,1,1
369,10/1/1958,49.98,51.619999,49.98,51.330002,0,1,1,1,1,1,1,1,1,1,1,1,1
370,11/1/1958,51.560001,53.240002,51.02,52.48,0,1,1,1,1,1,1,1,1,1,1,1,1
371,12/1/1958,52.689999,55.209999,52.459999,55.209999,0,1,1,1,1,1,1,1,1,1,1,1,1
372,1/1/1959,55.439999,56.040001,54.889999,55.450001,0,1,1,1,1,1,1,1,1,1,1,1,1
373,2/1/1959,55.209999,55.52,53.580002,55.41,0,0,1,1,1,1,1,1,1,1,1,1,1
374,3/1/1959,55.73,56.669998,55.439999,55.439999,0,1,0,1,1,1,1,1,1,1,1,1,1
375,4/1/1959,55.689999,58.169998,55.689999,57.59,0,1,1,1,1,1,1,1,1,1,1,1,1
376,5/1/1959,57.650002,58.68,56.880001,58.68,0,1,1,1,1,1,1,1,1,1,1,1,1
377,6/1/1959,58.630001,58.630001,56.360001,58.470001,0,0,1,1,1,1,1,1,1,1,1,1,1
378,7/1/1959,58.970001,60.619999,58.91,60.509998,0,1,1,1,1,1,1,1,1,1,1,1,1
379,8/1/1959,60.709999,60.709999,58.27,59.599998,0,0,1,1,1,1,1,1,1,1,1,1,1
380,9/1/1959,58.869999,58.919998,55.139999,56.880001,0,0,0,0,0,0,1,1,1,1,1,1,1
381,10/1/1959,56.939999,57.52,56,57.52,0,1,0,0,0,0,0,1,1,1,1,1,1
382,11/1/1959,57.41,58.279999,56.220001,58.279999,0,1,1,0,0,0,0,1,1,1,1,1,1
383,12/1/1959,58.700001,59.889999,58.599998,59.889999,0,1,1,1,1,0,1,1,1,1,1,1,1
384,1/1/1960,59.91,60.389999,55.610001,55.610001,0,0,0,0,0,0,0,0,0,0,1,1,1
385,2/1/1960,55.959999,56.82,54.73,56.119999,0,1,0,0,0,0,0,0,0,0,0,1,1
386,3/1/1960,56.009998,56.009998,53.470001,55.34,0,0,0,0,0,0,0,0,0,0,0,0,0
387,4/1/1960,55.43,56.59,54.369999,54.369999,0,0,0,0,0,0,0,0,0,0,0,0,0
388,5/1/1960,54.130001,55.830002,54.130001,55.830002,0,1,1,0,1,0,0,0,0,0,0,0,0
389,6/1/1960,55.889999,58,55.889999,56.919998,0,1,1,1,1,1,0,0,0,1,0,0,0
390,7/1/1960,57.060001,57.380001,54.169998,55.509998,0,0,0,1,1,0,0,0,0,0,0,0,0
391,8/1/1960,55.529999,58.07,54.720001,56.959999,0,1,1,1,1,1,1,1,0,0,0,1,0
392,9/1/1960,57.09,57.09,52.48,53.52,0,0,0,0,0,0,0,0,0,0,0,0,0
393,10/1/1960,53.360001,54.860001,52.200001,53.389999,0,0,0,0,0,0,0,0,0,0,0,0,0
394,11/1/1960,53.939999,56.43,53.939999,55.540001,0,1,1,0,1,0,0,1,1,0,0,0,0
395,12/1/1960,55.299999,58.110001,55.299999,58.110001,0,1,1,1,1,1,1,1,1,1,1,1,0
396,1/1/1961,57.57,61.970001,57.57,61.779999,0,1,1,1,1,1,1,1,1,1,1,1,1
397,2/1/1961,61.900002,63.439999,61.139999,63.439999,0,1,1,1,1,1,1,1,1,1,1,1,1
398,3/1/1961,63.43,65.059998,63.380001,65.059998,0,1,1,1,1,1,1,1,1,1,1,1,1
399,4/1/1961,65.599998,68.68,64.400002,65.309998,0,1,1,1,1,1,1,1,1,1,1,1,1
400,5/1/1961,65.169998,67.389999,65.169998,66.559998,0,1,1,1,1,1,1,1,1,1,1,1,1
401,6/1/1961,66.559998,67.080002,64.470001,64.639999,0,0,0,0,1,1,1,1,1,1,1,1,1
402,7/1/1961,65.209999,66.760002,64.410004,66.760002,0,1,1,1,1,1,1,1,1,1,1,1,1
403,8/1/1961,67.370003,68.440002,66.940002,68.07,0,1,1,1,1,1,1,1,1,1,1,1,1
404,9/1/1961,68.190002,68.459999,65.769997,66.730003,0,0,0,1,1,1,1,1,1,1,1,1,1
405,10/1/1961,66.769997,68.620003,66.730003,68.620003,0,1,1,1,1,1,1,1,1,1,1,1,1
406,11/1/1961,68.730003,71.849998,68.730003,71.32,0,1,1,1,1,1,1,1,1,1,1,1,1
407,12/1/1961,71.779999,72.639999,70.860001,71.550003,0,1,1,1,1,1,1,1,1,1,1,1,1
408,1/1/1962,71.550003,71.959999,67.550003,68.839996,0,0,0,1,1,1,1,1,1,1,1,1,1
409,2/1/1962,68.839996,71.129997,68.559998,69.959999,0,1,0,0,1,1,1,1,1,1,1,1,1
410,3/1/1962,69.959999,71.440002,69.160004,69.550003,0,0,1,0,0,1,1,1,1,1,1,1,1
411,4/1/1962,69.550003,69.82,64.949997,65.239998,0,0,0,0,0,0,0,0,0,0,1,0,0
412,5/1/1962,65.239998,66.93,53.130001,59.630001,0,0,0,0,0,0,0,0,0,0,0,0,0
413,6/1/1962,59.630001,59.959999,51.349998,54.75,0,0,0,0,0,0,0,0,0,0,0,0,0
414,7/1/1962,54.75,58.669998,54.470001,58.23,0,1,0,0,0,0,0,0,0,0,0,0,0
415,8/1/1962,58.23,60.330002,56.759998,59.119999,0,1,1,0,0,0,0,0,0,0,0,0,0
416,9/1/1962,59.119999,59.540001,55.529999,56.27,0,0,0,1,0,0,0,0,0,0,0,0,0
417,10/1/1962,56.27,57.830002,52.549999,56.52,0,1,0,0,1,0,0,0,0,0,0,0,0
418,11/1/1962,56.52,62.779999,55.900002,62.259998,0,1,1,1,1,1,1,0,0,0,0,0,0
419,12/1/1962,62.259998,63.5,61.279999,63.099998,0,1,1,1,1,1,1,1,0,0,0,0,0
420,1/1/1963,63.099998,66.589996,62.32,66.199997,0,1,1,1,1,1,1,1,1,1,0,0,0
421,2/1/1963,66.309998,66.959999,64.080002,64.290001,0,0,1,1,1,1,1,1,1,1,0,0,0
422,3/1/1963,64.290001,67.010002,63.799999,66.57,0,1,1,1,1,1,1,1,1,1,1,1,0
423,4/1/1963,66.57,70.18,66.230003,69.800003,0,1,1,1,1,1,1,1,1,1,1,1,1
424,5/1/1963,69.800003,71.139999,69.029999,70.800003,0,1,1,1,1,1,1,1,1,1,1,1,1
425,6/1/1963,70.800003,71.239998,68.779999,69.370003,0,0,0,1,1,1,1,1,1,1,1,1,1
426,7/1/1963,69.370003,70.480003,67.540001,69.129997,0,0,0,0,1,1,1,1,1,1,1,1,1
427,8/1/1963,69.129997,72.709999,68.639999,72.5,0,1,1,1,1,1,1,1,1,1,1,1,1
428,9/1/1963,72.5,73.870003,71.279999,71.699997,0,0,1,1,1,1,1,1,1,1,1,1,1
429,10/1/1963,71.699997,75.18,71.57,74.010002,0,1,1,1,1,1,1,1,1,1,1,1,1
430,11/1/1963,74.010002,74.440002,69.480003,73.230003,0,0,1,1,1,1,1,1,1,1,1,1,1
431,12/1/1963,73.230003,75.360001,73.019997,75.019997,0,1,1,1,1,1,1,1,1,1,1,1,1
432,1/1/1964,75.019997,77.779999,74.82,77.040001,0,1,1,1,1,1,1,1,1,1,1,1,1
433,2/1/1964,77.040001,78.309998,76.360001,77.800003,0,1,1,1,1,1,1,1,1,1,1,1,1
434,3/1/1964,77.800003,79.889999,77.5,78.980003,0,1,1,1,1,1,1,1,1,1,1,1,1
435,4/1/1964,78.980003,81.199997,78.669998,79.459999,0,1,1,1,1,1,1,1,1,1,1,1,1
436,5/1/1964,79.459999,81.809998,79.459999,80.370003,0,1,1,1,1,1,1,1,1,1,1,1,1
437,6/1/1964,80.370003,82.099998,78.150002,81.690002,0,1,1,1,1,1,1,1,1,1,1,1,1
438,7/1/1964,81.690002,84.330002,81.459999,83.18,0,1,1,1,1,1,1,1,1,1,1,1,1
439,8/1/1964,83.18,83.489998,80.800003,81.830002,0,0,1,1,1,1,1,1,1,1,1,1,1
440,9/1/1964,81.830002,84.800003,81.57,84.18,0,1,1,1,1,1,1,1,1,1,1,1,1
441,10/1/1964,84.18,85.699997,83.650002,84.860001,0,1,1,1,1,1,1,1,1,1,1,1,1
442,11/1/1964,84.860001,86.800003,84.099998,84.419998,0,0,1,1,1,1,1,1,1,1,1,1,1
443,12/1/1964,84.419998,85.18,82.650002,84.75,0,1,0,1,1,1,1,1,1,1,1,1,1
444,1/1/1965,84.75,88.190002,83.769997,87.559998,0,1,1,1,1,1,1,1,1,1,1,1,1
445,2/1/1965,87.559998,88.059998,85.25,87.43,0,0,1,1,1,1,1,1,1,1,1,1,1
446,3/1/1965,87.43,87.93,85.650002,86.160004,0,0,0,1,1,1,1,1,1,1,1,1,1
447,4/1/1965,86.160004,89.639999,85.870003,89.110001,0,1,1,1,1,1,1,1,1,1,1,1,1
448,5/1/1965,89.110001,90.68,87.239998,88.419998,0,0,1,1,1,1,1,1,1,1,1,1,1
449,6/1/1965,88.419998,88.800003,80.730003,84.120003,0,0,0,0,0,0,0,0,0,0,1,1,1
450,7/1/1965,84.120003,86.470001,83.300003,85.25,0,1,0,0,0,0,0,1,1,1,1,1,1
451,8/1/1965,85.25,87.790001,84.800003,87.169998,0,1,1,0,0,1,0,0,1,1,1,1,1
452,9/1/1965,87.169998,91.129997,86.690002,89.959999,0,1,1,1,1,1,1,1,1,1,1,1,1
453,10/1/1965,89.959999,93.190002,89.300003,92.419998,0,1,1,1,1,1,1,1,1,1,1,1,1
454,11/1/1965,92.419998,93.300003,90.809998,91.610001,0,0,1,1,1,1,1,1,1,1,1,1,1
455,12/1/1965,91.610001,93.07,89.199997,92.43,0,1,1,1,1,1,1,1,1,1,1,1,1
456,1/1/1966,92.43,94.639999,91.629997,92.879997,0,1,1,1,1,1,1,1,1,1,1,1,1
457,2/1/1966,92.879997,94.720001,90.43,91.220001,0,0,0,0,0,1,1,1,1,1,1,1,1
458,3/1/1966,91.220001,91.650002,86.690002,89.230003,0,0,0,0,0,0,0,1,1,1,1,1,1
459,4/1/1966,89.230003,93.019997,88.959999,91.059998,0,1,0,0,0,0,0,1,1,1,1,1,1
460,5/1/1966,91.059998,91.75,83.18,86.129997,0,0,0,0,0,0,0,0,0,0,1,1,0
461,6/1/1966,86.129997,87.739998,83.75,84.739998,0,0,0,0,0,0,0,0,0,0,0,0,1
462,7/1/1966,84.739998,88.190002,83.050003,83.599998,0,0,0,0,0,0,0,0,0,0,0,0,0
463,8/1/1966,83.5,84.699997,73.910004,77.099998,0,0,0,0,0,0,0,0,0,0,0,0,0
464,9/1/1966,77.099998,80.809998,75.029999,76.559998,0,0,0,0,0,0,0,0,0,0,0,0,0
465,10/1/1966,76.559998,80.910004,72.279999,80.199997,0,1,1,0,0,0,0,0,0,0,0,0,0
466,11/1/1966,80.199997,83.010002,78.889999,80.449997,0,1,1,1,0,0,0,0,0,0,0,0,0
467,12/1/1966,80.449997,83.879997,79.489998,80.330002,0,0,1,1,1,0,0,0,0,0,0,0,0
468,1/1/1967,80.330002,88.169998,79.43,86.610001,0,1,1,1,1,1,1,1,1,0,0,0,0
469,2/1/1967,86.610001,89,85.610001,86.779999,0,1,1,1,1,1,1,1,1,1,0,0,0
470,3/1/1967,86.779999,91.720001,86.669998,90.199997,0,1,1,1,1,1,1,1,1,1,1,0,1
471,4/1/1967,90.199997,94.769997,87.860001,94.010002,0,1,1,1,1,1,1,1,1,1,1,1,1
472,5/1/1967,94.010002,95.25,88.709999,89.080002,0,0,0,1,1,1,1,1,1,1,1,1,1
473,6/1/1967,89.080002,93.279999,87.190002,90.639999,0,1,0,1,1,1,1,1,1,1,1,1,1
474,7/1/1967,90.639999,95.510002,90.120003,94.75,0,1,1,1,1,1,1,1,1,1,1,1,1
475,8/1/1967,94.75,96.669998,92.010002,93.639999,0,0,1,1,0,1,1,1,1,1,1,1,1
476,9/1/1967,93.639999,98.309998,93,96.709999,0,1,1,1,1,1,1,1,1,1,1,1,1
477,10/1/1967,96.709999,98.25,93.290001,93.300003,0,0,0,0,1,1,0,1,1,1,1,1,1
478,11/1/1967,93.300003,95.510002,90.089996,94,0,1,0,1,0,1,1,0,1,1,1,1,1
479,12/1/1967,94,96.900002,93.410004,96.470001,0,1,1,0,1,1,1,1,1,1,1,1,1
480,1/1/1968,96.470001,97.839996,91.269997,92.239998,0,0,0,0,0,0,0,1,1,0,1,1,1
481,2/1/1968,92.239998,93.440002,86.730003,89.360001,0,0,0,0,0,0,0,0,0,1,0,0,1
482,3/1/1968,89.360001,91.089996,86.989998,90.199997,0,1,0,0,0,0,0,0,0,0,1,0,1
483,4/1/1968,91.110001,98.610001,91.110001,97.459999,0,1,1,1,1,1,1,1,1,1,1,1,1
484,5/1/1968,97.459999,100.190002,95.800003,98.68,0,1,1,1,1,1,1,1,1,1,1,1,1
485,6/1/1968,98.720001,102.839996,98.720001,99.580002,0,1,1,1,1,1,1,1,1,1,1,1,1
486,7/1/1968,99.580002,103.669998,96.839996,97.739998,0,0,0,1,1,1,1,1,1,1,1,1,1
